x,y,noisy_x,noisy_y,x_neuron,y_neuron,pattern_str,state_count,is_collision,pattern_idx
-120.0,27.692307692307708,-120.0,27.692307692307708,0,15,x0_y15,4,True,13
-113.84615384615384,21.538461538461547,-113.84615384615384,21.538461538461547,0,15,x0_y15,4,True,13
-113.84615384615384,27.692307692307708,-113.84615384615384,27.692307692307708,0,15,x0_y15,4,True,13
-120.0,33.84615384615387,-120.0,33.84615384615387,0,16,x0_y16,4,True,14
-120.0,40.0,-120.0,40.0,0,16,x0_y16,4,True,14
-113.84615384615384,33.84615384615387,-113.84615384615384,33.84615384615387,0,16,x0_y16,4,True,14
-113.84615384615384,40.0,-113.84615384615384,40.0,0,16,x0_y16,4,True,14
-120.0,46.15384615384616,-120.0,46.15384615384616,0,17,x0_y17,4,True,15
-120.0,52.30769230769232,-120.0,52.30769230769232,0,17,x0_y17,4,True,15
-113.84615384615384,46.15384615384616,-113.84615384615384,46.15384615384616,0,17,x0_y17,4,True,15
-113.84615384615384,52.30769230769232,-113.84615384615384,52.30769230769232,0,17,x0_y17,4,True,15
-120.0,58.46153846153848,-120.0,58.46153846153848,0,18,x0_y18,2,True,16
-113.84615384615384,58.46153846153848,-113.84615384615384,58.46153846153848,0,18,x0_y18,2,True,16
-120.0,64.61538461538461,-120.0,64.61538461538461,0,19,x0_y19,4,True,17
-120.0,70.76923076923077,-120.0,70.76923076923077,0,19,x0_y19,4,True,17
-113.84615384615384,64.61538461538461,-113.84615384615384,64.61538461538461,0,19,x0_y19,4,True,17
-113.84615384615384,70.76923076923077,-113.84615384615384,70.76923076923077,0,19,x0_y19,4,True,17
-120.0,76.92307692307693,-120.0,76.92307692307693,0,20,x0_y20,4,True,18
-120.0,83.0769230769231,-120.0,83.0769230769231,0,20,x0_y20,4,True,18
-113.84615384615384,76.92307692307693,-113.84615384615384,76.92307692307693,0,20,x0_y20,4,True,18
-113.84615384615384,83.0769230769231,-113.84615384615384,83.0769230769231,0,20,x0_y20,4,True,18
-120.0,89.23076923076925,-120.0,89.23076923076925,0,21,x0_y21,4,True,19
-120.0,95.38461538461539,-120.0,95.38461538461539,0,21,x0_y21,4,True,19
-113.84615384615384,89.23076923076925,-113.84615384615384,89.23076923076925,0,21,x0_y21,4,True,19
-113.84615384615384,95.38461538461539,-113.84615384615384,95.38461538461539,0,21,x0_y21,4,True,19
-120.0,101.53846153846155,-120.0,101.53846153846155,0,22,x0_y22,4,True,20
-120.0,107.69230769230771,-120.0,107.69230769230771,0,22,x0_y22,4,True,20
-113.84615384615384,101.53846153846155,-113.84615384615384,101.53846153846155,0,22,x0_y22,4,True,20
-113.84615384615384,107.69230769230771,-113.84615384615384,107.69230769230771,0,22,x0_y22,4,True,20
-120.0,113.84615384615387,-120.0,113.84615384615387,0,23,x0_y23,2,True,21
-113.84615384615384,113.84615384615387,-113.84615384615384,113.84615384615387,0,23,x0_y23,2,True,21
-120.0,120.0,-120.0,120.0,0,24,x0_y24,2,True,22
-113.84615384615384,120.0,-113.84615384615384,120.0,0,24,x0_y24,2,True,22
-107.6923076923077,-120.0,-107.6923076923077,-120.0,2,0,x2_y0,4,True,23
-107.6923076923077,-113.84615384615384,-107.6923076923077,-113.84615384615384,2,0,x2_y0,4,True,23
-101.53846153846153,-120.0,-101.53846153846153,-120.0,2,0,x2_y0,4,True,23
-101.53846153846153,-113.84615384615384,-101.53846153846153,-113.84615384615384,2,0,x2_y0,4,True,23
-107.6923076923077,-107.6923076923077,-107.6923076923077,-107.6923076923077,2,2,x2_y2,4,True,24
-107.6923076923077,-101.53846153846153,-107.6923076923077,-101.53846153846153,2,2,x2_y2,4,True,24
-101.53846153846153,-107.6923076923077,-101.53846153846153,-107.6923076923077,2,2,x2_y2,4,True,24
